movieid,userid,imdbid,rating,timestamp
6058,15679,149983,4,"2007-01-05 08:56:52"
6425,15679,572780,4,"2007-01-04 08:48:09"
4132,15680,203877,3,"2008-09-02 17:03:43"
9514,15680,479560,4,"2008-09-02 16:59:00"
9821,15680,5640,4,"2008-09-02 17:00:22"
3189,15685,553579,1,"2001-11-05 12:39:08"
3323,15685,206194,5,"2001-11-05 13:00:48"
3906,15685,186633,2,"2001-11-05 12:08:33"
4354,15685,222736,3,"2001-11-05 12:03:20"
3233,15686,761834,4,"2003-07-09 12:51:52"
4132,15686,203877,3,"2003-07-09 12:50:58"
5161,15686,594736,2,"2003-07-09 12:55:28"
4132,15687,203877,4,"2005-04-30 01:13:06"
5171,15687,482818,4,"2005-04-30 01:19:45"
7247,15687,153516,5,"2005-04-30 01:15:57"
4057,15701,263097,4,"2004-08-13 08:04:19"
4132,15701,203877,4,"2004-08-13 08:16:07"
7755,15701,265326,4,"2004-08-13 08:19:27"
4252,15709,606157,3,"2005-04-07 03:11:40"
5171,15709,482818,4,"2005-04-07 03:11:19"
3189,15713,553579,3,"2001-04-06 17:20:56"
3323,15713,206194,4,"2001-04-06 17:16:09"
3189,15714,553579,2,"2004-09-06 08:59:47"
3233,15714,761834,4,"2005-06-20 05:22:19"
3323,15714,206194,4,"2004-08-13 11:20:04"
3366,15714,537673,2,"2004-10-14 09:29:10"
4057,15714,263097,3,"2004-09-06 08:58:59"
4252,15714,606157,2,"2004-09-01 09:34:24"
5000,15714,536976,2,"2004-09-01 10:02:40"
5123,15714,293844,3,"2004-09-06 09:19:34"
5171,15714,482818,4,"2004-09-01 09:34:40"
6166,15714,751416,2,"2006-01-30 09:58:11"
7212,15714,592282,2,"2005-06-08 14:22:40"
8779,15714,118728,4,"2005-08-03 12:13:54"
8901,15714,135403,3,"2006-03-06 07:42:56"
7755,15715,265326,3,"2006-02-06 17:41:17"
8779,15715,118728,2,"2006-02-06 17:47:11"
5171,15716,482818,4,"2007-11-04 06:43:40"
7755,15716,265326,4,"2007-11-04 16:40:32"
8860,15716,57702,5,"2007-11-04 06:41:31"
9807,15716,282830,5,"2007-11-04 16:41:45"
3189,15722,553579,3,"2005-06-24 16:06:47"
3216,15722,497831,2,"2005-08-25 20:32:54"
3323,15722,206194,4,"2005-12-05 17:30:24"
3366,15722,537673,3,"2005-09-26 20:35:16"
3467,15722,720946,4,"2005-07-17 20:56:52"
3854,15722,172356,3,"2005-09-26 20:50:43"
3906,15722,186633,3,"2005-09-26 20:53:32"
4057,15722,263097,5,"2005-06-24 16:07:04"
4252,15722,606157,4,"2005-06-24 16:20:19"
4354,15722,222736,3,"2005-12-28 21:34:59"
5000,15722,536976,3,"2005-04-21 10:45:16"
5123,15722,293844,4,"2006-07-10 20:50:44"
5171,15722,482818,4,"2005-08-24 20:07:52"
5324,15722,553084,2,"2005-12-13 21:44:13"
6057,15722,563792,4,"2005-06-28 15:29:33"
6058,15722,149983,3,"2005-06-24 16:34:05"
7212,15722,592282,5,"2005-06-24 16:32:32"
7247,15722,153516,3,"2005-05-13 12:20:47"
7755,15722,265326,4,"2005-04-06 06:57:41"
8779,15722,118728,4,"2005-11-20 20:36:03"
8860,15722,57702,4,"2005-08-25 20:37:51"
8901,15722,135403,3,"2005-11-20 20:35:09"
8939,15722,535649,4,"2005-08-25 20:26:25"
9443,15722,722146,2,"2006-07-22 16:14:27"
9807,15722,282830,4,"2008-02-12 17:15:14"
3233,15723,761834,5,"2008-09-02 20:40:43"
4252,15723,606157,1,"2008-09-02 20:23:35"
5123,15723,293844,3,"2008-09-28 19:10:49"
9775,15723,744807,5,"2008-09-02 20:13:33"
10143,15723,129154,4,"2008-09-02 20:38:05"
10227,15723,577929,3,"2008-09-02 20:24:39"
3467,15726,720946,2,"2000-07-06 05:01:48"
3467,15727,720946,3,"2002-08-28 10:38:52"
4057,15727,263097,2,"2002-08-27 12:16:36"
3323,15728,206194,4,"2004-08-13 12:59:24"
3216,15736,497831,4,"2000-11-19 23:13:02"
7247,15738,153516,3,"2005-04-06 07:40:53"
7755,15738,265326,1,"2005-04-06 07:30:08"
3189,15739,553579,2,"2007-01-05 11:58:44"
3216,15739,497831,4,"2007-01-05 11:49:31"
3323,15739,206194,3,"2007-01-04 12:45:01"
3854,15739,172356,1,"2007-01-05 14:02:23"
3906,15739,186633,2,"2007-01-04 13:56:34"
4057,15739,263097,2,"2007-01-04 13:41:36"
4132,15739,203877,4,"2007-01-04 13:39:01"
4354,15739,222736,4,"2007-01-05 11:50:41"
5123,15739,293844,2,"2007-01-05 09:08:29"
5959,15739,222693,4,"2007-01-05 11:56:54"
6057,15739,563792,1,"2007-01-04 14:00:10"
6058,15739,149983,1,"2007-01-04 14:42:17"
6425,15739,572780,1,"2007-01-05 11:48:24"
7149,15739,114592,1,"2007-01-05 11:49:00"
7212,15739,592282,2,"2007-01-04 14:16:01"
7235,15739,586778,2,"2007-01-05 12:03:23"
7247,15739,153516,5,"2007-01-04 12:36:48"
7755,15739,265326,2,"2007-01-05 11:48:01"
8779,15739,118728,3,"2007-01-04 14:42:01"
8860,15739,57702,2,"2007-01-05 11:54:47"
8862,15739,38625,1,"2007-01-05 14:03:17"
8901,15739,135403,4,"2007-01-04 13:56:47"
8903,15739,74466,1,"2007-01-05 11:48:52"
8935,15739,73074,1,"2007-01-05 12:00:57"
8939,15739,535649,1,"2007-01-05 11:48:43"
9432,15739,752884,1,"2007-01-05 11:59:11"
9514,15739,479560,3,"2007-01-05 11:48:33"
3366,15743,537673,3,"2002-09-04 14:25:37"
3961,15743,50158,4,"2002-09-04 14:29:26"
4057,15749,263097,4,"2001-11-05 15:09:34"
3323,15750,206194,3,"2005-04-06 21:17:02"
5123,15757,293844,4,"2004-08-13 15:03:11"
7755,15762,265326,4,"2005-04-06 11:28:54"
3323,15765,206194,3,"2004-08-13 15:00:28"
9807,15766,282830,4,"2007-11-04 10:42:37"
4057,15776,263097,5,"2005-04-06 11:48:51"
5123,15776,293844,3,"2005-04-06 12:25:24"
5914,15776,329040,3,"2005-04-06 12:19:01"
5915,15776,445892,5,"2005-04-06 13:12:12"
6057,15776,563792,3,"2005-04-06 13:31:12"
6166,15776,751416,4,"2005-04-06 12:47:43"
7755,15776,265326,1,"2005-04-06 11:47:56"
7755,15778,265326,5,"2008-09-03 19:34:39"
3216,15782,497831,2,"2001-11-06 20:03:25"
3323,15782,206194,3,"2001-11-06 19:52:04"
3906,15782,186633,3,"2001-11-06 19:58:47"
4057,15782,263097,5,"2001-11-06 13:48:11"
4064,15782,605309,4,"2001-11-05 18:19:45"
4068,15782,5663,5,"2001-11-06 13:48:26"
3323,15783,206194,2,"2005-04-06 19:27:47"
3961,15783,50158,1,"2005-04-06 19:33:47"
4132,15783,203877,4,"2006-03-16 18:19:03"
5171,15783,482818,2,"2005-04-06 12:45:55"
7755,15783,265326,1,"2005-04-06 19:26:25"
8779,15783,118728,4,"2005-11-30 15:15:30"
5123,15784,293844,5,"2007-01-04 12:40:53"
3233,15786,761834,5,"2001-04-06 21:15:57"
4064,15786,605309,3,"2001-04-06 21:26:22"
3366,15787,537673,3,"2004-08-13 18:58:08"
5123,15787,293844,3,"2004-08-13 18:57:03"
3233,15788,761834,3,"2007-11-04 13:18:50"
3323,15788,206194,3,"2007-11-04 12:50:54"
3366,15788,537673,4,"2007-11-04 13:40:55"
3467,15788,720946,1,"2007-11-04 13:19:41"
4132,15788,203877,2,"2007-11-04 13:21:45"
4354,15788,222736,4,"2007-11-04 13:22:32"
5123,15788,293844,3,"2007-11-04 13:08:49"
5123,15792,293844,4,"2005-05-04 15:29:46"
7755,15792,265326,4,"2005-04-06 12:24:55"
4064,15796,605309,5,"2007-11-04 13:53:14"
6185,15796,381182,5,"2007-11-04 13:49:38"
9821,15796,5640,4,"2007-11-04 13:32:27"
3323,15808,206194,4,"2001-11-13 13:11:03"
3189,15811,553579,4,"2006-02-09 16:44:21"
3216,15811,497831,4,"2006-02-09 16:09:16"
3233,15811,761834,4,"2006-02-07 11:26:00"
3366,15811,537673,3,"2006-02-08 10:10:48"
3467,15811,720946,5,"2006-02-08 09:50:47"
4064,15811,605309,5,"2006-02-08 02:35:57"
4132,15811,203877,3,"2006-02-07 10:25:04"
4252,15811,606157,4,"2006-02-08 02:22:42"
4354,15811,222736,4,"2006-02-08 10:10:13"
5123,15811,293844,5,"2006-02-07 10:48:21"
5171,15811,482818,5,"2006-02-09 16:47:01"
6058,15811,149983,2,"2006-02-08 02:21:47"
5123,15812,293844,3,"2008-07-12 17:31:33"
7755,15812,265326,3,"2008-07-12 17:43:37"
9807,15812,282830,4,"2007-11-04 15:05:31"
9821,15812,5640,3,"2008-11-15 11:43:43"
3323,15815,206194,5,"2005-08-15 14:03:49"
5171,15815,482818,3,"2005-04-06 13:01:10"
3216,15816,497831,4,"2007-01-04 14:50:37"
4132,15816,203877,3,"2007-01-04 14:10:38"
4354,15816,222736,3,"2007-01-04 15:13:12"
5171,15816,482818,4,"2007-01-04 14:55:15"
7247,15816,153516,4,"2007-01-04 14:53:21"
8901,15816,135403,3,"2007-01-04 15:11:34"
9514,15816,479560,2,"2007-01-04 15:07:19"
3216,15817,497831,4,"2008-09-04 00:48:12"
7755,15817,265326,4,"2008-09-04 01:51:42"
8779,15817,118728,4,"2008-09-05 14:00:58"
9443,15817,722146,2,"2008-09-26 15:46:41"
9514,15817,479560,4,"2008-09-05 14:00:33"
9807,15817,282830,4,"2008-09-04 00:20:32"
9821,15817,5640,4,"2008-09-05 14:20:43"
10143,15817,129154,4,"2008-09-04 12:12:14"
5123,15826,293844,2,"2007-01-04 14:25:31"
3467,15828,720946,2,"2002-09-08 15:14:58"
3216,15832,497831,2,"2000-11-19 23:26:45"
3323,15832,206194,4,"2000-11-19 23:18:43"
3233,15836,761834,2,"2001-04-07 12:43:25"
3323,15836,206194,4,"2001-04-07 12:37:55"
3467,15836,720946,4,"2001-04-07 12:41:05"
3323,15837,206194,4,"2004-08-14 05:17:15"
3366,15837,537673,4,"2004-08-14 06:02:29"
3467,15837,720946,4,"2004-08-14 05:35:35"
3961,15837,50158,5,"2004-08-14 05:32:36"
4057,15837,263097,4,"2004-08-14 05:45:57"
4132,15837,203877,4,"2004-08-14 05:38:02"
4252,15837,606157,4,"2004-08-14 06:00:04"
3216,15842,497831,4,"2005-04-06 14:14:34"
3323,15842,206194,2,"2005-04-06 14:15:47"
7755,15843,265326,4,"2007-01-08 10:47:10"
3233,15846,761834,5,"2004-08-14 05:46:46"
4354,15846,222736,3,"2004-08-14 05:44:08"
7212,15846,592282,4,"2004-08-14 06:02:00"
8860,15847,57702,2,"2007-11-04 20:32:29"
4354,15849,222736,4,"2005-04-20 17:20:38"
9514,15850,479560,3,"2007-01-04 20:21:34"
3216,15852,497831,4,"2004-08-14 07:14:30"
3323,15852,206194,3,"2004-08-14 07:02:45"
5171,15852,482818,2,"2004-08-14 06:47:53"
7755,15852,265326,5,"2004-08-14 06:53:31"
3189,15856,553579,3,"2000-11-19 23:55:27"
3323,15856,206194,4,"2000-11-19 23:38:56"
5123,15859,293844,4,"2007-01-04 16:49:57"
7755,15859,265326,4,"2007-01-04 17:06:35"
3366,15861,537673,1,"2001-04-07 15:00:08"
6058,15862,149983,4,"2006-02-07 07:55:45"
3216,15865,497831,3,"2001-11-08 03:44:28"
3366,15865,537673,5,"2001-11-08 05:11:13"
3906,15865,186633,4,"2001-11-08 04:16:52"
4252,15865,606157,4,"2001-11-08 03:52:57"
7755,15866,265326,5,"2005-04-06 15:55:36"
4057,15874,263097,3,"2001-02-12 21:56:55"
4068,15874,5663,1,"2001-02-22 22:16:32"
4076,15874,2862,4,"2001-03-08 22:34:11"
4252,15874,606157,2,"2002-01-29 21:23:32"
4354,15878,222736,3,"2004-08-14 21:23:08"
5123,15878,293844,4,"2004-08-14 12:16:51"
3323,15882,206194,5,"2003-07-10 13:45:26"
4057,15882,263097,1,"2003-07-14 14:20:10"
5171,15882,482818,4,"2003-07-10 14:29:00"
3323,15883,206194,3,"2005-04-12 20:20:54"
4252,15883,606157,1,"2005-04-17 19:52:27"
7755,15883,265326,4,"2005-06-29 19:59:51"
3467,15895,720946,4,"2004-08-14 14:05:41"
4354,15895,222736,2,"2004-08-14 14:04:03"
4132,15896,203877,5,"2006-02-07 11:26:03"
5123,15896,293844,5,"2006-02-07 11:34:23"
4064,15900,605309,5,"2001-04-07 17:34:42"
5123,15901,293844,2,"2004-08-14 15:45:58"
4354,15908,222736,3,"2004-08-14 15:36:52"
3323,15909,206194,5,"2006-02-15 19:10:47"
3323,15918,206194,4,"2007-11-05 11:12:31"
3233,15921,761834,3,"2000-11-19 23:56:11"
3323,15921,206194,4,"2000-11-19 23:58:18"
3467,15921,720946,2,"2000-11-20 00:04:08"
3216,15922,497831,5,"2007-01-09 11:31:05"
4057,15922,263097,5,"2007-01-04 22:45:40"
7247,15922,153516,5,"2007-01-05 19:02:54"
8860,15922,57702,5,"2007-01-04 22:26:40"
9438,15922,191663,5,"2007-01-04 22:03:45"
8779,15923,118728,2,"2008-09-04 15:33:18"
9807,15923,282830,4,"2008-09-04 15:31:28"
5123,15927,293844,5,"2007-11-05 10:48:42"
9514,15927,479560,5,"2007-11-05 10:56:26"
3216,15936,497831,5,"2002-08-28 18:47:48"
4068,15936,5663,3,"2002-08-28 18:48:48"
3189,15940,553579,2,"2000-11-20 00:53:14"
3216,15940,497831,4,"2000-11-20 00:51:29"
3323,15940,206194,4,"2000-11-19 23:58:41"
3467,15940,720946,5,"2000-11-20 00:02:08"
3323,15941,206194,3,"2003-07-16 11:28:46"
4057,15941,263097,4,"2007-02-10 14:05:32"
4252,15941,606157,3,"2007-02-03 14:08:14"
4999,15941,131080,2,"2007-02-04 04:53:53"
5123,15941,293844,3,"2005-07-10 11:58:50"
7755,15941,265326,4,"2005-07-10 12:03:24"
4132,15942,203877,5,"2005-04-07 02:19:46"
3323,15943,206194,3,"2007-01-04 23:03:04"
4132,15943,203877,4,"2007-01-09 17:03:00"
4999,15943,131080,3,"2007-01-04 22:41:10"
6058,15943,149983,3,"2007-01-04 22:41:14"
7247,15943,153516,2,"2007-01-09 17:04:42"
7755,15943,265326,4,"2007-01-04 23:00:10"
8779,15943,118728,3,"2007-01-04 23:04:29"
5123,15948,293844,5,"2005-04-07 02:46:32"
6425,15948,572780,4,"2005-04-07 02:51:25"
7232,15948,30828,4,"2005-04-07 02:47:53"
7755,15948,265326,4,"2005-04-07 02:45:33"
8939,15948,535649,3,"2005-04-07 02:55:06"
4252,15950,606157,1,"2006-02-07 14:44:30"
4354,15950,222736,3,"2006-05-08 11:18:52"
6058,15950,149983,1,"2006-02-07 14:44:25"
7247,15950,153516,5,"2006-02-07 14:55:30"
3216,15951,497831,4,"2007-11-07 03:16:04"
3854,15951,172356,4,"2007-11-07 05:32:33"
4057,15951,263097,2,"2007-11-07 03:35:25"
4252,15951,606157,4,"2007-11-05 12:05:53"
4354,15951,222736,4,"2007-11-05 12:04:18"
5123,15951,293844,5,"2007-11-05 10:00:46"
5959,15951,222693,4,"2007-11-07 03:41:21"
6057,15951,563792,4,"2007-11-07 05:33:19"
7247,15951,153516,3,"2007-11-07 03:35:52"
7755,15951,265326,4,"2007-11-05 09:58:51"
8862,15951,38625,3,"2007-11-05 09:57:54"
8901,15951,135403,5,"2007-11-07 03:35:48"
9797,15951,97821,2,"2007-11-05 10:01:55"
3323,15954,206194,3,"2008-09-04 18:04:20"
5123,15954,293844,5,"2008-09-04 18:10:57"
5959,15954,222693,4,"2008-09-04 18:35:58"
7247,15954,153516,4,"2008-09-04 18:27:22"
7755,15954,265326,5,"2008-09-04 18:04:40"
8779,15954,118728,4,"2008-09-04 18:10:05"
8865,15954,94401,5,"2008-09-04 19:41:52"
8901,15954,135403,4,"2008-09-04 18:29:16"
9419,15954,48916,4,"2008-09-04 19:41:23"
9514,15954,479560,5,"2008-09-05 23:12:14"
9739,15954,233608,4,"2008-09-04 19:34:59"
9779,15954,205482,3,"2008-09-05 23:05:14"
10157,15954,730150,4,"2008-09-04 18:20:45"
3216,15958,497831,3,"2007-11-05 12:37:33"
5123,15958,293844,2,"2007-11-05 22:32:25"
7247,15958,153516,3,"2007-11-05 22:43:49"
7755,15958,265326,4,"2007-11-05 10:04:16"
8779,15958,118728,3,"2007-11-05 12:30:30"
9420,15958,82742,1,"2007-11-30 12:11:14"
9807,15958,282830,5,"2007-11-05 10:13:29"
9818,15958,757830,1,"2007-11-30 12:19:11"
9821,15958,5640,5,"2007-11-05 10:07:27"
3189,15963,553579,4,"2001-12-10 07:39:10"
3323,15963,206194,4,"2000-03-22 14:17:53"
3467,15963,720946,4,"2003-06-30 14:08:49"
5123,15963,293844,4,"2005-07-18 15:01:31"
9797,15963,97821,5,"2007-10-24 22:15:56"
3323,15969,206194,4,"2000-11-19 23:40:05"
3323,15970,206194,3,"2005-04-07 04:54:21"
4057,15970,263097,1,"2005-04-07 05:24:58"
5171,15970,482818,2,"2005-04-07 05:22:07"
7212,15970,592282,1,"2005-04-07 04:58:09"
7247,15970,153516,3,"2005-04-07 04:57:55"
3216,15973,497831,5,"2004-08-14 19:51:08"
4354,15973,222736,4,"2004-08-14 19:24:03"
3323,15974,206194,4,"2006-02-07 16:21:59"
5123,15982,293844,5,"2007-01-05 04:02:14"
3233,15985,761834,4,"2004-08-12 20:04:43"
3323,15985,206194,4,"2004-08-12 20:04:08"
3467,15985,720946,4,"2001-10-20 17:36:29"
4076,15985,2862,3,"2003-03-21 14:00:02"
4132,15985,203877,3,"2001-10-20 17:14:49"
5123,15985,293844,3,"2003-04-20 21:16:56"
5171,15985,482818,3,"2003-10-20 19:47:00"
5123,15991,293844,3,"2005-04-07 07:51:14"
9775,15991,744807,3,"2008-10-28 18:14:48"
9807,15991,282830,4,"2007-10-13 17:25:42"
3189,15994,553579,1,"2001-04-08 14:31:40"
3216,15994,497831,4,"2001-04-08 15:15:02"
3233,15994,761834,5,"2001-04-08 13:40:34"
3323,15994,206194,3,"2001-04-08 17:40:06"
3366,15994,537673,2,"2001-04-08 15:18:43"
3906,15994,186633,2,"2001-04-08 16:52:48"
4057,15994,263097,3,"2001-04-08 13:50:34"
4132,15994,203877,4,"2001-04-17 17:42:08"
3323,15995,206194,1,"2006-02-07 16:31:47"
4068,15995,5663,4,"2006-02-07 16:39:42"
7212,15995,592282,3,"2006-02-07 16:38:16"
7755,15995,265326,4,"2006-02-07 16:32:29"
3366,16001,537673,5,"2000-11-20 00:03:37"
7755,16002,265326,4,"2008-09-05 10:00:25"
9821,16002,5640,5,"2008-09-05 10:00:28"
3216,16003,497831,3,"2002-02-16 22:53:07"
3233,16003,761834,4,"2000-03-07 19:39:00"
3323,16003,206194,4,"2001-07-29 19:25:11"
3467,16003,720946,4,"2004-12-20 21:45:05"
4057,16003,263097,4,"2001-10-28 15:44:20"
4132,16003,203877,4,"2001-03-22 17:59:00"
4354,16003,222736,4,"2001-07-13 15:29:19"
5123,16003,293844,5,"2002-03-23 17:04:12"
5171,16003,482818,5,"2002-04-06 16:42:05"
6057,16003,563792,5,"2003-02-08 16:49:45"
6058,16003,149983,4,"2003-02-16 14:42:10"
7212,16003,592282,4,"2004-03-06 16:07:57"
7755,16003,265326,5,"2004-06-05 16:43:30"
8779,16003,118728,4,"2005-07-16 15:26:23"
8901,16003,135403,4,"2006-09-10 21:56:48"
8939,16003,535649,4,"2005-03-12 15:41:08"
9514,16003,479560,4,"2006-05-20 14:38:14"
9807,16003,282830,5,"2007-04-28 16:24:51"
9816,16003,774821,5,"2007-03-05 19:08:55"
9821,16003,5640,4,"2007-03-11 16:24:43"
10143,16003,129154,5,"2008-01-20 19:21:08"
3189,16004,553579,2,"2004-08-15 00:01:27"
3366,16004,537673,3,"2004-08-15 14:10:39"
4057,16004,263097,3,"2004-08-15 00:01:08"
4068,16004,5663,4,"2004-08-15 17:16:54"
4252,16004,606157,1,"2005-08-22 08:12:06"
4354,16004,222736,2,"2004-08-15 00:51:28"
5123,16004,293844,4,"2004-08-15 01:36:33"
5171,16004,482818,3,"2004-08-15 01:36:41"
5324,16004,553084,4,"2004-08-15 18:48:23"
5914,16004,329040,2,"2004-08-15 14:12:23"
6057,16004,563792,4,"2004-08-15 16:31:40"
6058,16004,149983,3,"2004-08-15 00:04:59"
6097,16004,139392,3,"2004-08-15 14:10:56"
7212,16004,592282,4,"2004-08-31 14:04:09"
7247,16004,153516,5,"2005-01-06 09:08:09"
7755,16004,265326,3,"2005-01-03 23:54:01"
8779,16004,118728,2,"2006-04-21 20:49:02"
8901,16004,135403,2,"2006-02-24 07:32:30"
8939,16004,535649,4,"2006-04-23 21:33:37"
9779,16004,205482,2,"2008-02-20 10:16:15"
9807,16004,282830,4,"2007-08-02 12:31:25"
9816,16004,774821,4,"2007-08-02 12:29:41"
9821,16004,5640,4,"2007-08-02 12:31:53"
10143,16004,129154,5,"2008-05-20 22:59:49"
3233,16012,761834,4,"2003-07-11 12:46:39"
3906,16012,186633,2,"2003-07-11 13:11:41"
4057,16012,263097,3,"2003-07-11 13:03:28"
4252,16012,606157,1,"2003-07-11 13:04:38"
4354,16012,222736,3,"2003-07-11 12:57:34"
5171,16012,482818,3,"2003-08-26 11:02:32"
6058,16012,149983,2,"2003-07-11 13:03:37"
7755,16012,265326,4,"2004-08-18 21:37:18"
3189,16013,553579,3,"2007-01-23 10:07:32"
3216,16013,497831,4,"2007-01-23 14:29:53"
3233,16013,761834,4,"2007-01-15 09:58:41"
3323,16013,206194,4,"2007-01-05 05:19:26"
3366,16013,537673,4,"2007-01-23 15:24:52"
4057,16013,263097,4,"2007-01-23 09:09:34"
4252,16013,606157,3,"2007-01-23 09:56:35"
4999,16013,131080,2,"2007-01-23 09:30:35"
5123,16013,293844,4,"2007-01-05 05:47:50"
5171,16013,482818,4,"2007-01-05 16:37:20"
5324,16013,553084,2,"2007-01-23 15:34:50"
6058,16013,149983,2,"2007-01-23 14:17:22"
7212,16013,592282,4,"2007-01-23 14:27:25"
7755,16013,265326,3,"2007-01-23 09:53:19"
8779,16013,118728,4,"2007-01-23 08:57:53"
8901,16013,135403,4,"2007-01-23 14:21:22"
9821,16013,5640,5,"2007-03-27 07:43:38"
3854,16015,172356,3,"2004-08-15 09:39:40"
5123,16015,293844,4,"2004-08-15 09:25:39"
5324,16015,553084,3,"2004-08-15 09:31:33"
7755,16015,265326,4,"2004-08-15 00:59:53"
4152,16020,99269,4,"2003-07-11 13:21:29"
5171,16020,482818,4,"2003-07-11 13:17:07"
5914,16020,329040,3,"2003-07-11 13:16:30"
3216,16028,497831,3,"2000-11-19 23:44:54"
3366,16028,537673,4,"2000-11-20 23:14:19"
3216,16029,497831,4,"2003-07-11 14:18:15"
3366,16029,537673,4,"2003-07-11 14:19:35"
4354,16029,222736,3,"2003-07-20 15:46:14"
5123,16029,293844,3,"2003-07-11 14:28:01"
5171,16029,482818,3,"2003-08-04 10:01:51"
3323,16031,206194,3,"2008-09-04 22:53:20"
7755,16031,265326,3,"2008-09-04 22:53:30"
5000,16034,536976,1,"2004-08-15 04:36:32"
9821,16039,5640,1,"2008-01-13 10:50:27"
9821,16040,5640,5,"2008-09-04 23:47:04"
3233,16043,761834,4,"2003-08-10 17:10:36"
5171,16043,482818,4,"2004-06-12 04:30:32"
7755,16043,265326,4,"2004-06-12 04:40:47"
9514,16043,479560,3,"2007-01-19 14:05:31"
9739,16043,233608,5,"2007-01-19 13:55:01"
3233,16047,761834,1,"2007-01-05 07:45:14"
3366,16056,537673,4,"2000-11-20 23:59:14"
3216,16058,497831,4,"2005-04-07 18:20:12"
4132,16058,203877,3,"2005-04-08 08:17:27"
4252,16058,606157,1,"2005-04-07 18:18:00"
4354,16058,222736,2,"2005-07-09 15:44:48"
7212,16058,592282,3,"2005-04-08 08:22:27"
7755,16058,265326,5,"2005-04-07 19:11:18"
8779,16058,118728,4,"2005-12-08 19:08:45"
3216,16062,497831,5,"2007-11-06 02:34:41"
3323,16062,206194,4,"2007-11-06 02:34:56"
10157,16062,730150,5,"2008-10-18 07:27:01"
10178,16062,324078,5,"2008-06-13 12:17:59"
3323,16069,206194,5,"2007-01-05 15:17:10"
5123,16069,293844,4,"2007-01-05 13:57:18"
7755,16069,265326,5,"2007-01-05 13:54:22"
8779,16069,118728,5,"2007-01-05 14:05:13"
3233,16073,761834,4,"2002-06-14 08:59:47"
3323,16073,206194,4,"2001-03-01 08:54:41"
5123,16073,293844,4,"2003-10-23 11:48:41"
6425,16073,572780,4,"2003-07-08 12:15:33"
7212,16073,592282,3,"2004-09-22 11:08:08"
7755,16073,265326,4,"2004-07-27 08:27:17"
8779,16073,118728,5,"2006-05-16 10:32:41"
9821,16074,5640,5,"2007-11-06 04:53:10"
3233,16077,761834,4,"2003-07-12 11:54:17"
3467,16077,720946,1,"2003-07-12 11:49:40"
4057,16077,263097,1,"2003-07-12 11:33:59"
4132,16077,203877,3,"2003-07-12 11:32:20"
4354,16077,222736,3,"2003-07-12 11:28:10"
4681,16077,83207,2,"2003-07-12 11:21:40"
5171,16077,482818,3,"2003-07-11 16:05:17"
6058,16077,149983,3,"2003-07-11 15:46:51"
3323,16078,206194,4,"2008-09-07 09:03:40"
3467,16078,720946,4,"2008-09-20 08:31:24"
4057,16078,263097,5,"2008-09-14 08:50:24"
4132,16078,203877,5,"2008-09-14 08:50:19"
4252,16078,606157,5,"2008-09-14 08:56:28"
5171,16078,482818,5,"2008-09-13 07:26:41"
7755,16078,265326,4,"2008-09-07 08:56:23"
8779,16078,118728,3,"2008-10-08 06:17:37"
8901,16078,135403,4,"2008-09-20 08:32:39"
9807,16078,282830,2,"2008-10-01 19:12:49"
9821,16078,5640,5,"2008-09-07 08:42:33"
3323,16082,206194,3,"2005-05-02 12:35:40"
4354,16082,222736,3,"2005-04-15 23:25:04"
6058,16082,149983,3,"2005-04-26 13:14:18"
7212,16082,592282,3,"2005-05-02 12:37:56"
7755,16082,265326,5,"2005-04-07 15:08:59"
8779,16082,118728,4,"2005-08-02 23:45:39"
3323,16086,206194,3,"2001-04-09 02:52:52"
3467,16087,720946,3,"2004-08-15 07:58:19"
3216,16091,497831,3,"2001-11-06 17:55:00"
3323,16091,206194,4,"2001-11-06 18:02:16"
3906,16091,186633,2,"2001-12-20 09:12:03"
4354,16091,222736,4,"2001-12-20 08:58:41"
3216,16092,497831,2,"2003-07-12 00:23:38"
4354,16092,222736,3,"2003-07-12 00:24:49"
3233,16100,761834,5,"2002-11-10 01:55:40"
3854,16100,172356,1,"2000-11-19 23:33:04"
4057,16100,263097,3,"2002-08-21 21:53:11"
5171,16100,482818,4,"2002-08-22 12:04:10"
5324,16100,553084,1,"2002-08-22 11:58:45"
3189,16101,553579,2,"2001-09-29 22:17:58"
4064,16101,605309,3,"2001-09-29 20:30:17"
4132,16101,203877,5,"2002-03-20 19:56:02"
4354,16101,222736,5,"2001-09-29 20:28:41"
5171,16101,482818,4,"2002-12-01 18:15:21"
5959,16101,222693,2,"2003-08-07 19:09:54"
6058,16101,149983,3,"2003-02-16 18:15:16"
6163,16101,71551,4,"2003-08-07 19:10:31"
3189,16102,553579,3,"2001-04-09 07:44:39"
3216,16102,497831,2,"2001-04-09 07:43:57"
3233,16102,761834,1,"2001-04-09 07:33:39"
3189,16103,553579,4,"2006-02-08 06:14:07"
3323,16103,206194,4,"2006-02-08 05:50:47"
3366,16103,537673,3,"2006-02-08 06:05:52"
3467,16103,720946,2,"2006-03-02 04:24:27"
4068,16103,5663,4,"2006-04-24 07:09:43"
5123,16103,293844,4,"2006-02-08 06:03:58"
5171,16103,482818,3,"2006-02-08 06:27:18"
6058,16103,149983,4,"2008-06-27 16:43:47"
7320,16103,250513,4,"2007-01-20 15:32:51"
